_id,videoFilename,annotatorName,__v,anyoneInteracting,description,otherActivities[0],otherActivities[1],otherActivities[2],otherActivitiesConfidence,primaryActivity,primaryActivityConfidence,updatedAt,attemptNumber,isTraining,taskType
69891c6887297accb9794e83,00820001_2023-05-06_2_578b918303_processed_007.mp4,elenahc,0,yes,,looking around,walking,,3,playing,2,2026-02-08T23:29:44.301Z,,false,do
69891c8687297accb9794ee5,00400001_2023-09-28_1_ffe2cfdbd3_processed_064.mp4,m1deng,0,yes,,none,,,3,being moved around,3,2026-02-08T23:30:14.112Z,,false,do
69891ca987297accb9794f5c,00820001_2023-06-03_2_f9eddd9b68_processed_019.mp4,elenahc,0,no,,playing,,,3,looking around,2,2026-02-08T23:30:49.959Z,,false,do
69891cb087297accb9794f71,00400001_2023-11-19_1_8c79b13b9b_processed_076.mp4,m1deng,0,no,,looking around,,,2,walking,2,2026-02-08T23:30:56.048Z,,false,do
69891cc787297accb9794fc9,00400001_2024-05-03_1_d8ea0c2efd_processed_040.mp4,m1deng,0,no,,none,,,3,looking around,3,2026-02-08T23:31:19.072Z,,false,do
69891d0487297accb9795084,00820001_2023-07-09_1_fd9fec6baf_processed_042.mp4,elenahc,0,yes,,other,,,2,looking around,2,2026-02-08T23:32:20.734Z,,false,do
69891d3b87297accb979512c,00820001_2023-11-08_2_73e140acf5_processed_070.mp4,elenahc,0,yes,,looking around,,,2,playing,2,2026-02-08T23:33:15.954Z,,false,do
69891d3f87297accb979514b,00400001_2024-06-30_3_a69c8e8ddb_processed_034.mp4,m1deng,0,no,,none,,,2,walking,3,2026-02-08T23:33:19.372Z,,false,do
69891d5787297accb9795197,00400001_2024-08-27_1_9627aa4127_processed_016.mp4,m1deng,0,no,,none,,,3,screen time,3,2026-02-08T23:33:43.182Z,,false,do
69891d7387297accb97951f6,00820001_2023-12-19_2_5ed57aefdf_processed_067.mp4,elenahc,0,yes,,conversing,looking around,,3,playing,3,2026-02-08T23:34:11.519Z,,false,do
69891d8a87297accb9795241,00820001_2023-12-23_3_faac23ba97_processed_040.mp4,elenahc,0,yes,,looking around,,,3,playing,3,2026-02-08T23:34:34.759Z,,false,do
69891da387297accb979529b,00820001_2024-04-09_2_cc52cacdcd_processed_078.mp4,elenahc,0,yes,,none,,,3,reading time,3,2026-02-08T23:34:59.407Z,,false,do
69891da587297accb97952aa,00400001_2024-12-01_3_b4c2dc7192_processed_069.mp4,m1deng,0,no,,none,,,1,looking around,1,2026-02-08T23:35:01.474Z,,false,do
69891dc687297accb9795310,00820001_2024-04-21_4_cfa002ffc4_processed_013.mp4,elenahc,0,no,,looking around,,,2,drawing,3,2026-02-08T23:35:34.314Z,,false,do
69891dda87297accb9795357,00400002_2023-12-05_1_8d274e31e7_processed_045.mp4,m1deng,0,yes,,none,,,2,meal time,2,2026-02-08T23:35:54.757Z,,false,do
69891def87297accb9795398,00820001_2024-05-03_3_9adf23fca6_processed_026.mp4,elenahc,0,no,,none,,,3,looking around,3,2026-02-08T23:36:15.254Z,,false,do
698920b187297accb9795c30,00510001_2024-08-31_1_ee37f0f210_processed_047.mp4,babyview,0,yes,,looking around,,,3,meal time,3,2026-02-08T23:48:01.907Z,1,true,do
698920ca87297accb9795c7d,00320001_2024-03-23_3_cdf4f61fb7_processed_044.mp4,babyview,0,no,,none,,,2,playing,3,2026-02-08T23:48:26.279Z,1,true,do
698920d987297accb9795cbb,00320003_2024-11-17_3_57effbf613_processed_006.mp4,babyview,0,yes,,conversing,looking around,,3,playing,3,2026-02-08T23:48:41.657Z,1,true,do
698920e987297accb9795ced,00240001_2024-12-06_2_170cb8aefb_processed_081.mp4,babyview,0,no,,none,,,2,looking around,2,2026-02-08T23:48:57.374Z,1,true,do
698920f987297accb9795d2c,00320001_2024-09-15_1_abbaf85eb5_processed_028.mp4,babyview,0,no,,looking around,,,2,playing,3,2026-02-08T23:49:13.473Z,1,true,do
698aabda87297accb97df800,00400002_2023-12-19_1_d768b47eaf_processed_012.mp4,m1deng,0,no,,none,,,3,playing,1,2026-02-10T03:54:02.255Z,,false,do
698aac3c87297accb97df92e,00400002_2024-01-06_2_d6accc9902_processed_018.mp4,m1deng,0,no,,none,,,3,playing,3,2026-02-10T03:55:40.257Z,,false,do
698aac8b87297accb97dfa19,00400002_2024-01-13_1_a58c2f7862_processed_019.mp4,m1deng,0,no,,none,,,3,looking around,2,2026-02-10T03:56:59.105Z,,false,do
698aad3c87297accb97dfc28,00400002_2024-01-13_3_7ca2b2ad65_000.mp4,m1deng,0,yes,,none,playing,,2,being moved around,1,2026-02-10T03:59:56.664Z,,false,do
698aad5e87297accb97dfc99,00400002_2024-02-11_3_cf658e4a38_processed_030.mp4,m1deng,0,no,,none,,,3,playing,3,2026-02-10T04:00:30.588Z,,false,do
698aad7387297accb97dfcdc,00400002_2024-03-01_3_2034d527bc_processed_047.mp4,m1deng,0,no,,none,,,3,looking around,3,2026-02-10T04:00:51.292Z,,false,do
698aade887297accb97dfe41,00400002_2024-06-23_3_1b2351cdfe_processed_059.mp4,m1deng,0,yes,,being moved around,looking around,,2,walking,2,2026-02-10T04:02:48.286Z,,false,do
698aaec987297accb97e00d7,00400002_2024-10-06_2_ad93998b1d_processed_007.mp4,m1deng,0,no,,playing,,,2,crawling,3,2026-02-10T04:06:33.856Z,,false,do
698aaeea87297accb97e013d,00400003_2023-12-17_3_890b6a5cad_processed_067.mp4,m1deng,0,yes,,none,,,3,meal time,3,2026-02-10T04:07:06.020Z,,false,do
698ab29c87297accb97e0c52,00400003_2024-04-12_1_78fc11d62d_processed_057.mp4,m1deng,0,yes,,conversing,,,3,playing,3,2026-02-10T04:22:52.213Z,,false,do
698ab2be87297accb97e0cc0,00400003_2024-05-30_3_ac6e331884_processed_004.mp4,m1deng,0,no,,none,,,3,screen time,3,2026-02-10T04:23:26.922Z,,false,do
698ab2e787297accb97e0d45,00420001_2024-06-09_1_941b9b5f1b_processed_027.mp4,m1deng,0,yes,,none,,,3,being moved around,3,2026-02-10T04:24:07.880Z,,false,do
698ab3c487297accb97e0ff4,00420001_2024-06-21_1_1fc3e7b968_processed_014.mp4,m1deng,0,no,,looking around,,,1,walking,1,2026-02-10T04:27:48.767Z,,false,do
698ab48387297accb97e123b,00420001_2024-11-03_3_51011e4385_processed_036.mp4,m1deng,0,no,,none,,,3,walking,2,2026-02-10T04:30:59.562Z,,false,do
698ab4a887297accb97e12ac,00430001_2023-09-07_2_31e67cae01_processed_018.mp4,m1deng,0,no,,none,,,3,looking around,1,2026-02-10T04:31:36.564Z,,false,do
698ab53a87297accb97e1476,00430001_2023-10-06_1_9bf374e81c_processed_054.mp4,m1deng,0,no,,playing,,,1,looking around,2,2026-02-10T04:34:02.422Z,,false,do
698b93ca87297accb980a7e3,00430001_2023-12-03_3_5f0f19af24_processed_050.mp4,m1deng,0,yes,,conversing,,,1,looking around,2,2026-02-10T20:23:38.500Z,,false,do
698b93e787297accb980a844,00490001_2023-12-28_1_4d2984425d_processed_040.mp4,m1deng,0,no,,looking around,,,2,being moved around,3,2026-02-10T20:24:07.803Z,,false,do
698b941487297accb980a8d5,00500001_2023-08-22_2_4da871d02e_processed_050.mp4,m1deng,0,no,,looking around,,,2,crawling,2,2026-02-10T20:24:52.761Z,,false,do
698b94a487297accb980aa7f,00500001_2023-12-10_1_e07a848172_processed_059.mp4,m1deng,0,no,,meal time,walking,,2,screen time,2,2026-02-10T20:27:16.166Z,,false,do
698b94cc87297accb980ab02,00500001_2024-08-17_1_5d8718d35d_processed_039.mp4,m1deng,0,no,,none,,,3,playing,3,2026-02-10T20:27:56.822Z,,false,do
698b97c487297accb980b3b4,00510001_2024-04-13_2_c4a790bb60_processed_011.mp4,m1deng,0,no,,looking around,,,2,music time,3,2026-02-10T20:58:10.383Z,,false,do
698b993b87297accb980b805,00510001_2024-05-31_1_60e96e0a79_processed_059.mp4,m1deng,0,yes,,conversing,,,1,meal time,1,2026-02-10T20:46:51.336Z,,false,do
698b997087297accb980b8ad,00510001_2024-08-25_1_558f810d34_processed_006.mp4,m1deng,0,no,,none,,,3,looking around,3,2026-02-10T20:47:44.315Z,,false,do
698b999c87297accb980b936,00510002_2024-09-27_1_4bc44bcdd0_processed_046.mp4,m1deng,0,yes,,none,,,2,reading time,3,2026-02-10T20:48:28.793Z,,false,do
698b99b787297accb980b991,00510002_2024-10-07_2_0cc5319500_processed_065.mp4,m1deng,0,yes,,none,,,2,conversing,2,2026-02-10T20:48:55.905Z,,false,do
698b9a0087297accb980ba6e,00510002_2024-11-12_1_2e81fea59c_processed_055.mp4,m1deng,0,yes,,none,,,1,reading time,3,2026-02-10T20:50:08.705Z,,false,do
698b9a2887297accb980baea,00510002_2024-11-18_2_8f0a83618d_processed_030.mp4,m1deng,0,no,,none,,,2,playing,3,2026-02-10T20:50:48.149Z,,false,do
698b9a6487297accb980bba6,00560001_2023-05-01_1_24d3b95737_processed_066.mp4,m1deng,0,yes,,none,,,3,meal time,2,2026-02-10T20:51:49.000Z,,false,do
698b9a9187297accb980bc38,00560001_2023-05-28_1_ed45a7d063_processed_001.mp4,m1deng,0,yes,,being moved around,,,1,conversing,3,2026-02-10T20:52:33.009Z,,false,do
698b9b5d87297accb980be93,00560001_2023-08-26_3_76b5673034_processed_003.mp4,m1deng,0,yes,,conversing,cleaning,,2,walking,2,2026-02-10T20:57:23.408Z,,false,do
698b9c0b87297accb980c0d1,00590001_2024-09-20_1_cf3e9710d7_processed_015.mp4,m1deng,0,no,,none,,,3,crawling,1,2026-02-10T20:58:51.705Z,,false,do
698b9c4087297accb980c174,00680001_2023-05-07_2_c4f79965be_processed_018.mp4,m1deng,0,no,,none,,,2,being moved around,3,2026-02-10T20:59:44.384Z,,false,do
698b9c5787297accb980c1bd,00680001_2023-06-24_1_3f66230c74_processed_010.mp4,m1deng,0,no,,none,,,3,looking around,3,2026-02-10T21:00:07.373Z,,false,do
698b9c6d87297accb980c207,00720001_2023-06-28_5_86314804a3_processed_039.mp4,m1deng,0,no,,none,,,3,playing,3,2026-02-10T21:00:29.133Z,,false,do
698b9ce887297accb980c383,00720001_2023-07-08_1_093ff171d1_processed_011.mp4,m1deng,0,yes,,none,,,3,being moved around,3,2026-02-10T21:02:32.578Z,,false,do
698b9d1e87297accb980c426,00720001_2023-09-17_2_fc175a0fab_processed_071.mp4,m1deng,0,yes,,none,,,3,walking,3,2026-02-10T21:03:26.114Z,,false,do
698b9d6187297accb980c4f7,00820001_2023-05-06_2_578b918303_processed_007.mp4,m1deng,0,no,,none,,,3,playing,2,2026-02-10T21:04:33.768Z,,false,do
698b9dc087297accb980c611,00820001_2023-06-03_2_f9eddd9b68_processed_019.mp4,m1deng,0,no,,none,,,2,playing,1,2026-02-10T21:06:08.160Z,,false,do
698b9e7187297accb980c827,00820001_2023-07-09_1_fd9fec6baf_processed_042.mp4,m1deng,0,yes,,none,other,,3,other,3,2026-02-10T21:09:05.676Z,,false,do
698b9f9187297accb980cbc7,00820001_2023-11-08_2_73e140acf5_processed_070.mp4,m1deng,0,yes,,none,,,3,playing,2,2026-02-10T21:13:53.410Z,,false,do
698b9fc487297accb980cc70,00820001_2023-12-19_2_5ed57aefdf_processed_067.mp4,m1deng,0,yes,,none,,,3,playing,3,2026-02-10T21:14:44.384Z,,false,do
698b9ff787297accb980cd19,00820001_2023-12-23_3_faac23ba97_processed_040.mp4,m1deng,0,no,,none,,,3,playing,3,2026-02-10T21:15:35.433Z,,false,do
698ba01a87297accb980cd8e,00820001_2024-04-09_2_cc52cacdcd_processed_078.mp4,m1deng,0,yes,,none,,,3,reading time,3,2026-02-10T21:16:10.478Z,,false,do
698ba03487297accb980cdeb,00820001_2024-04-21_4_cfa002ffc4_processed_013.mp4,m1deng,0,no,,none,,,3,drawing,3,2026-02-10T21:16:36.612Z,,false,do
698ba04987297accb980ce37,00820001_2024-05-03_3_9adf23fca6_processed_026.mp4,m1deng,0,no,,none,,,3,looking around,3,2026-02-10T21:16:57.899Z,,false,do
